name,tn,fp,fn,tp,acc,roc_auc,f1,mcc,kappa,ef0_5,ef1,ef2,ef5,tn_ci,fp_ci,fn_ci,tp_ci,acc_ci,roc_auc_ci,f1_ci,mcc_ci,kappa_ci,ef0_5_ci,ef1_ci,ef2_ci,ef5_ci,tn_err,fp_err,fn_err,tp_err,acc_err,roc_auc_err,f1_err,mcc_err,kappa_err,ef0_5_err,ef1_err,ef2_err,ef5_err
fak1,1333.3189,11.7093,6.9282,22.0436,0.9864355895196013,0.9811037993358331,0.6996544315015872,0.6969648620262269,0.6927988845403833,49.32963221180471,49.32963221180471,48.7064687368636,23.582819815755776,"(1333.1954886074957, 1333.4423113925043)","(11.641547356177634, 11.777052643822367)","(6.875579765744487, 6.980820234255514)","(21.953587678180416, 22.133612321819587)","(0.9863752926819567, 0.9864958863573445)","(0.9808427527724676, 0.9813648458991965)","(0.698391239030439, 0.7009176239727082)","(0.6957102161961194, 0.6982195078563199)","(0.6915147654966274, 0.6940830035841543)","(49.12256483922023, 49.53669958439545)","(49.12256483922023, 49.53669958439545)","(48.51691984381654, 48.896017629916585)","(23.50994396900891, 23.65569566250157)",0.12341139250429478,0.06775264382236657,0.052620234255513765,0.09001232181958585,6.029683769392946e-05,0.0002610465633644532,0.0012631924711345999,0.001254645830100265,0.0012841190437634653,0.2070673725876091,0.2070673725876091,0.18954889305002354,0.07287584674633152
gcr,1495.308,5.1079,5.8762,18.7079,0.9927973114753796,0.9394030004462367,0.7689897446576546,0.7673629240963882,0.7653502155812514,64.65101256074654,64.54778197406716,47.86690265366744,19.642005231727158,"(1495.204645674761, 1495.411354325239)","(5.066956214850449, 5.148843785149551)","(5.827573222225883, 5.924826777774117)","(18.623848233325496, 18.7919517666745)","(0.9927566012014373, 0.9928380217493824)","(0.9387425337959093, 0.9400634670965685)","(0.7676663472450301, 0.7703131420702553)","(0.7660355606982607, 0.7686902874945154)","(0.764011173165625, 0.7666892579969009)","(64.38191669667533, 64.92010842481345)","(64.28253425412802, 64.81302969400255)","(47.73248719994404, 48.00131810739088)","(19.586567152195506, 19.697443311259434)",0.10335432523902455,0.040943785149551104,0.048626777774116725,0.0840517666745022,4.071027397256621e-05,0.0006604666503295942,0.0013233974126125592,0.0013273633981273347,0.001339042415637981,0.26909586406905817,0.26524771993726404,0.13441545372342034,0.05543807953196378
hivpr,8817.0972,118.4048,30.0476,320.4504,0.9840133103596846,0.9836706640570805,0.811737423215076,0.80916994533645,0.8035021216735511,26.575491849559324,26.575491849559324,26.575491849559324,25.027169946149797,"(8816.67035989882, 8817.52404010118)","(118.18173108813092, 118.62786891186907)","(29.94167500706981, 30.153524992930187)","(320.09883031694744, 320.80196968305256)","(0.9839882243339982, 0.9840383963853642)","(0.983579283899769, 0.9837620442143762)","(0.8114477429937671, 0.8120271034364007)","(0.8088886268471899, 0.809451263825706)","(0.8032023618118346, 0.8038018815352647)","(26.546278589267974, 26.60470510985242)","(26.546278589267974, 26.60470510985242)","(26.546278589267974, 26.60470510985242)","(25.010042642376984, 25.04429724992232)",0.4268401011795504,0.22306891186907762,0.10592499293018776,0.35156968305255987,2.5086025682963253e-05,9.138015730358884e-05,0.0002896802213168126,0.00028131848925805336,0.0002997598617150432,0.02921326029222371,0.02921326029222371,0.02921326029222371,0.0171273037726678
hivrt,2749.2741,36.8774,34.4535,45.395,0.9751113398464777,0.9326181709826545,0.5585514402288126,0.5466548149382096,0.5457823529726342,36.313536415856994,36.313536415856994,36.313536415856994,20.75905366502992,"(2749.0684150253646, 2749.4797849746355)","(36.758142298033576, 36.99665770196643)","(34.34044214964174, 34.56655785035826)","(45.26559919822277, 45.52440080177723)","(0.9750546986673502, 0.9751679810256016)","(0.93226406506495, 0.9329722769003769)","(0.5576370959753759, 0.5594657844822241)","(0.5457219689406818, 0.5475876609357615)","(0.5448496795499692, 0.5467150263953083)","(36.23572740217246, 36.39134542954103)","(36.23572740217246, 36.39134542954103)","(36.23572740217246, 36.39134542954103)","(20.71624476203494, 20.80186256802468)",0.2056849746354601,0.1192577019664256,0.11305785035825977,0.1294008017772299,5.6641179125738184e-05,0.00035410591771345423,0.0009143442534240709,0.000932845997539844,0.000932673422669561,0.07780901368428772,0.07780901368428772,0.07780901368428772,0.042808902994870834
igf1r,2314.1108,17.0205,8.8192,48.0495,0.9891793551088894,0.9626909008345638,0.7866439331884929,0.7836932929250504,0.781127687698691,42.778089953474165,42.778089953474165,42.71259035236162,23.067118067954084,"(2313.941104506213, 2314.280495493787)","(16.94325903472834, 17.097740965271658)","(8.760252293548433, 8.878147706451568)","(47.91211581283435, 48.18688418716565)","(0.9891383029259544, 0.9892204072918012)","(0.9623180600026429, 0.9630637416664858)","(0.7858457027698045, 0.7874421636071363)","(0.7828892732961839, 0.7844973125538959)","(0.7803131536753031, 0.7819422217220632)","(42.66008808779327, 42.89609181915705)","(42.66008808779327, 42.89609181915705)","(42.598004157590495, 42.82717654713474)","(23.02955217087883, 23.1046839650298)",0.16969549378700322,0.07724096527165969,0.05894770645156733,0.13738418716565093,4.105218292338453e-05,0.00037284083192146156,0.0007982304186658906,0.000804019628856012,0.0008145340233800535,0.1180018656818902,0.1180018656818902,0.11458619477212295,0.037565897075484855
jak2,1621.9344,10.0787,5.152,32.8349,0.990879820359261,0.9978761669778372,0.8095557169977161,0.8074359080823449,0.8049132218100286,45.277331076345,45.277331076345,44.96651678833364,22.612491957021987,"(1621.7954341411216, 1622.0733658588786)","(10.01392432453526, 10.143475675464739)","(5.109682518564823, 5.194317481435177)","(32.719012912628, 32.95078708737199)","(0.990831908633827, 0.990927732084736)","(0.99785974617042, 0.9978925877852916)","(0.808558824538477, 0.8105526094569099)","(0.8064398602629004, 0.8084319559017894)","(0.8038966477177978, 0.8059297959022707)","(45.11797757391531, 45.43668457877622)","(45.11797757391531, 45.43668457877622)","(44.819253459925, 45.113780116743676)","(22.56931600418935, 22.655667909854937)",0.13896585887846413,0.06477567546473928,0.042317481435176774,0.11588708737199482,4.7911725454485854e-05,1.6420807435801876e-05,0.0009968924592164141,0.0009960478194445122,0.001016574092236433,0.15935350243045576,0.15935350243045576,0.14726332840933765,0.04317595283279374
kif11,1705.6579,21.2863,18.9777,31.0781,0.9773415869441656,0.9545805751355992,0.6046790114266796,0.594458068906152,0.5930634715174616,36.15016386076651,36.15016386076651,36.139427707288185,21.02868192089012,"(1705.4947177506563, 1705.8210822493436)","(21.194383633410975, 21.378216366589026)","(18.891547572528065, 19.063852427471932)","(30.969805927284067, 31.18639407271593)","(0.9772703444807153, 0.9774128294078609)","(0.9542721457467678, 0.9548890045244707)","(0.6035422345906339, 0.6058157882626879)","(0.5932951235230772, 0.5956210142892024)","(0.5919018113268943, 0.594225131708032)","(36.05364664274128, 36.24668107879216)","(36.05364664274128, 36.24668107879216)","(36.04308241467459, 36.23577299990223)","(20.976851749204748, 21.080512092575447)",0.163182249343663,0.09191636658902524,0.08615242747193363,0.10829407271593183,7.124246357281816e-05,0.00030842938885145,0.0011367768360269759,0.001162945383062608,0.0011616601905688473,0.09651721802543989,0.09651721802543989,0.09634529261381886,0.05183017168534931
kit,2567.1855,16.9086,14.9501,39.9558,0.9879277377794653,0.9725081311852991,0.7132151137488169,0.7080284540898556,0.7070640535640007,48.90251258609356,48.90251258609356,47.34360644739337,20.796375598767774,"(2567.0222301459253, 2567.348769854075)","(16.829003530327, 16.988196469673)","(14.87872730954533, 15.021472690454672)","(39.834582398853286, 40.07701760114672)","(0.9878867168604133, 0.9879687586985109)","(0.9722713964732326, 0.972744865897397)","(0.712279154142768, 0.7141510733548442)","(0.7070784157891876, 0.7089784923905178)","(0.7061127835504479, 0.7080153235775613)","(48.774041921072886, 49.030983251110875)","(48.774041921072886, 49.030983251110875)","(47.24328456171635, 47.443928333068826)","(20.756846047491734, 20.835905150042933)",0.16326985407476968,0.0795964696729996,0.07137269045467143,0.12121760114671787,4.1020919048784243e-05,0.00023673471208218722,0.0009359596060380948,0.0009500383006650903,0.0009512700135566599,0.12847066501899462,0.12847066501899462,0.10032188567623734,0.03952955127559932
kpcb,2189.2066,12.9502,14.1905,47.6527,0.9880120583038909,0.9723816273758799,0.7767847768038907,0.7713896897526316,0.7706349194930439,37.24089173796943,37.24089173796943,37.17655932932456,19.706067094919845,"(2189.036179832678, 2189.377020167322)","(12.878663524945628, 13.021736475054373)","(14.116413109281076, 14.264586890718924)","(47.51483355398164, 47.79056644601837)","(0.9879651299132328, 0.9880589866945415)","(0.9721498478921397, 0.9726134068596078)","(0.7759174523866789, 0.7776521012211014)","(0.7705052994405142, 0.772274080064725)","(0.769748327943365, 0.7715215110427094)","(37.14291978074776, 37.33886369519291)","(37.14291978074776, 37.33886369519291)","(37.081921526191174, 37.271197132459726)","(19.67362035180781, 19.73851383803282)",0.17042016732193588,0.07153647505437277,0.07408689071892383,0.13786644601836429,4.692839065434384e-05,0.00023177948373409585,0.0008673244172112682,0.0008843903121054097,0.0008865915496721888,0.09797195722257612,0.09797195722257612,0.09463780313427606,0.03244674311250506
lck,6831.4057,105.8669,26.9006,142.8268,0.9813187702265185,0.97956712987215,0.6820557568719017,0.6861270424272286,0.6727977344445318,42.11643802460318,42.11643802460318,42.11643802460318,29.41509025555833,"(6831.101574171216, 6831.709825828784)","(105.6636720906658, 106.0701279093342)","(26.804366435209918, 26.996833564790084)","(142.58960670173457, 143.06399329826542)","(0.9812877162429284, 0.9813498242101458)","(0.9794584975511098, 0.979675762193158)","(0.681511540486175, 0.6825999732576179)","(0.6856085439733083, 0.6866455408811588)","(0.6722434264695915, 0.6733520424194618)","(42.0531839853839, 42.17969206382127)","(42.0531839853839, 42.17969206382127)","(42.0531839853839, 42.17969206382127)","(29.38116097803704, 29.44901953307939)",0.304125828783981,0.20322790933420265,0.09623356479008294,0.23719329826542435,3.10539836086976e-05,0.00010863232102409359,0.000544216385721441,0.0005184984539252646,0.0005543079749351643,0.063254039218684,0.063254039218684,0.063254039218684,0.03392927752117458
mapk2,1513.4299,28.0444,7.9831,44.5426,0.9773980552070263,0.9878277107464036,0.7096882349841324,0.7089964178571682,0.6982788120790904,30.951775014909824,30.951775014909824,30.951775014909824,27.427322988424514,"(1513.2591142917304, 1513.6006857082698)","(27.943052283289788, 28.14574771671021)","(7.927767399248992, 8.038432600751008)","(44.40454094211426, 44.68065905788574)","(0.9773265329766401, 0.9774695774374125)","(0.9877496878416057, 0.9879057336511827)","(0.7087355214352734, 0.710640948533002)","(0.7080570480891205, 0.7099357876252089)","(0.6973014838465794, 0.6992561403115747)","(30.86371702930425, 31.039833000514836)","(30.86371702930425, 31.039833000514836)","(30.86371702930425, 31.039833000514836)","(27.375886072506002, 27.478759904342457)",0.17078570826970463,0.1013477167102117,0.05533260075100799,0.1380590578857408,7.152223038620065e-05,7.80229047885328e-05,0.0009527135488642813,0.000939369768044207,0.0009773282324976318,0.08805798560529254,0.08805798560529254,0.08805798560529254,0.0514369159182273
met,2751.7429,9.7702,10.7499,38.737,0.9927000711490649,0.9888264193558032,0.7886699421616163,0.7858629307912884,0.7849634675705144,57.79259285697869,57.79259285697869,48.909445214925974,19.59643525846699,"(2751.6035562244956, 2751.882243775505)","(9.71114196377876, 9.829258036221242)","(10.688013038156166, 10.811786961843834)","(38.61970261156825, 38.85429738843175)","(0.992670338109075, 0.9927298041890397)","(0.9887239146386603, 0.9889289240729794)","(0.7877791339517394, 0.7895607503714323)","(0.7849633131797977, 0.7867625484027967)","(0.7840606144156962, 0.785866320725355)","(57.639920177222116, 57.945265536737814)","(57.639920177222116, 57.945265536737814)","(48.822483117925316, 48.99640731192969)","(19.560641134220763, 19.632229382712527)",0.1393437755045852,0.059058036221241395,0.06188696184383424,0.11729738843175141,2.9733039982327014e-05,0.00010250471715955722,0.0008908082098464387,0.0008996176114994814,0.0009028531548294083,0.15267267975784904,0.15267267975784904,0.0869620970021856,0.03579412424588213
mk01,1077.4148,4.9397,10.9506,20.6949,0.9857358168761134,0.9629500127625775,0.7183136755945634,0.7171265545018306,0.7111189198050811,36.380358785497194,36.380358785497194,34.97975175864648,16.209237300230296,"(1077.2987298519497, 1077.5308701480503)","(4.896543736806829, 4.982856263193171)","(10.887557678353316, 11.013642321646683)","(20.604012665044348, 20.785787334955653)","(0.9856675469434066, 0.9858040868088374)","(0.9625998451435499, 0.9633001803816176)","(0.7169683781830272, 0.7196589730060732)","(0.7157840523089278, 0.7184690566947487)","(0.7097493092042035, 0.7124885304059547)","(36.24384370128769, 36.51687386970963)","(36.24384370128769, 36.51687386970963)","(34.870369232940995, 35.08913428435459)","(16.163717897562936, 16.254756702896774)",0.11607014805031213,0.04315626319317101,0.06304232164668377,0.09088733495565293,6.826993271535908e-05,0.00035016761903383653,0.0013452974115230054,0.001342502192910433,0.0013696106008755926,0.13651508421096992,0.13651508421096992,0.10938252570679907,0.04551940266691901
mk10,1624.2132,26.8048,11.9445,35.0375,0.9771794464075343,0.9659883489206517,0.6425309737548404,0.6382990591887717,0.6310077323204598,36.8326550154116,36.8326550154116,36.8326550154116,26.48807255866762,"(1624.044739053988, 1624.3816609460118)","(26.70618565081034, 26.90341434918966)","(11.877996952345507, 12.011003047654492)","(34.9301906788272, 35.1448093211728)","(0.9771071516761178, 0.9772517411389587)","(0.9657716516655683, 0.9662050461757394)","(0.6415383701909709, 0.6435235773187264)","(0.6372994736551372, 0.6392986447224001)","(0.629991013764303, 0.6320244508766122)","(36.732307015087, 36.933003015733306)","(36.732307015087, 36.933003015733306)","(36.732307015087, 36.933003015733306)","(26.431799452663107, 26.54434566467141)",0.16846094601191908,0.09861434918965983,0.06650304765449278,0.10730932117279934,7.229473142045251e-05,0.0002166972550855517,0.0009926035638777586,0.0009995855336314419,0.0010167185561545944,0.10034800032315161,0.10034800032315161,0.10034800032315161,0.05627310600415214
