name,tn,fp,fn,tp,acc,roc_auc,f1,mcc,kappa,ef0_5,ef1,ef2,ef5,tn_ci,fp_ci,fn_ci,tp_ci,acc_ci,roc_auc_ci,f1_ci,mcc_ci,kappa_ci,ef0_5_ci,ef1_ci,ef2_ci,ef5_ci,tn_err,fp_err,fn_err,tp_err,acc_err,roc_auc_err,f1_err,mcc_err,kappa_err,ef0_5_err,ef1_err,ef2_err,ef5_err
fak1,1339.4584,4.0391,4.0116,25.4909,0.9941364166059866,0.9761886325746171,0.8618567913532681,0.8599505136411908,0.858867741742563,48.07545008951665,48.07545008951665,45.95577823294857,20.04142330353005,"(1339.3508128364283, 1339.5659871635717)","(4.000589367114151, 4.0776106328858495)","(3.9736183961222276, 4.049581603877772)","(25.397381771774047, 25.584418228225953)","(0.9940983909328306, 0.9941744422791142)","(0.9758922092490717, 0.9764850559001447)","(0.8609544337882957, 0.8627591489181943)","(0.8590383709519147, 0.8608626563304793)","(0.8579488268153469, 0.8597866566697471)","(47.90244910404485, 48.248451074988694)","(47.90244910404485, 48.248451074988694)","(45.82657286666585, 46.08498359922972)","(20.001678216462363, 20.081168390597252)",0.10758716357167941,0.038510632885849105,0.03798160387777205,0.09351822822595324,3.802567314181715e-05,0.00029642332553647677,0.0009023575649492743,0.0009121426892823026,0.0009189149272000874,0.17300098547192277,0.17300098547192277,0.12920536628193702,0.03974508706744473
gcr,1477.7942,20.175,7.921,17.1098,0.9815521996060538,0.9831411224045803,0.5447070974707927,0.549075747127899,0.5357601778331185,63.67390694734323,63.67390694734323,62.73537457841458,30.625060643535345,"(1477.6624179475466, 1477.9259820524535)","(20.084556084474777, 20.265443915525225)","(7.866443920099333, 7.9755560799006675)","(17.02822482645506, 17.19137517354494)","(0.9814851696718268, 0.9816192295402546)","(0.9830279333225544, 0.9832543114866066)","(0.5432075711717472, 0.5462066237698491)","(0.5476065152614128, 0.5505449789943774)","(0.5342451351483832, 0.5372752205178601)","(63.393263070348084, 63.954550824338256)","(63.393263070348084, 63.954550824338256)","(62.47375005456351, 62.9969991022667)","(30.51119183429036, 30.738929452780145)",0.13178205245344543,0.09044391552522413,0.05455607990066724,0.08157517354494104,6.702993421392467e-05,0.00011318908202606615,0.001499526299050924,0.00146923186648229,0.0015150426847384546,0.28064387699508586,0.28064387699508586,0.2616245238515944,0.11386880924489162
hivpr,8831.1514,104.2567,26.7584,321.8335,0.9858880762602342,0.9912946054125179,0.8307143533781481,0.828045248891473,0.8234303780735202,26.707659113777073,26.707659113777073,26.707659113777073,24.459974238386337,"(8830.73359005111, 8831.569209948892)","(104.05439615958868, 104.45900384041131)","(26.653106142259155, 26.86369385774085)","(321.48435238456113, 322.1826476154389)","(0.9858632914198584, 0.9859128611006069)","(0.9912471831366114, 0.9913420276883917)","(0.8304230060093473, 0.8310057007469734)","(0.8277556061747877, 0.8283348916081279)","(0.8231283725890931, 0.8237323835579388)","(26.679949227086926, 26.735369000466417)","(26.679949227086926, 26.735369000466417)","(26.679949227086926, 26.735369000466417)","(24.44569832520555, 24.474250151567784)",0.41780994889086287,0.202303840411318,0.10529385774084687,0.3491476154388806,2.478484037427009e-05,4.7422275890163235e-05,0.00029134736881308854,0.000289642716670091,0.00030200548442282926,0.02770988668974539,0.02770988668974539,0.02770988668974539,0.014275913181116096
hivrt,2743.9825,25.0519,30.1419,48.8237,0.9806201544944486,0.9216270348992975,0.637319898243595,0.6285467729166343,0.627397528863616,36.53810699769375,36.53810699769375,36.49244261146101,18.855585970543217,"(2743.78736444652, 2744.1776355534803)","(24.958939213410495, 25.144860786589504)","(30.03381555326126, 30.24998444673874)","(48.68863947900003, 48.958760520999974)","(0.9805711475723049, 0.9806691614164589)","(0.9212145817142063, 0.9220394880843739)","(0.6364444498710212, 0.6381953466161613)","(0.6276581419480672, 0.6294354038851996)","(0.6265055332977266, 0.6282895244294951)","(36.45533332801804, 36.62088066737037)","(36.45533332801804, 36.62088066737037)","(36.41069968526778, 36.57418553765519)","(18.819065248347215, 18.892106692738693)",0.19513555348021328,0.09296078658950435,0.10808444673874007,0.13506052099997135,4.9006922076988424e-05,0.00041245318508376094,0.0008754483725700313,0.0008886309685661731,0.0008919955658842627,0.08277366967616473,0.08277366967616473,0.08174292619370505,0.0365207221957391
igf1r,2312.9302,16.9599,9.1151,47.9948,0.9890762463343256,0.9863401060759321,0.7851245543253265,0.781974958530046,0.7795538786766119,42.48663235625131,42.48663235625131,42.45502616907891,22.917654552803658,"(2312.768305235307, 2313.092094764693)","(16.881296418207437, 17.038503581792565)","(9.05720690913175, 9.17299309086825)","(47.8643504074477, 48.125249592552294)","(0.9890361192332, 0.9891163734354216)","(0.9861858198682477, 0.9864943922835717)","(0.7843502645453408, 0.7858988441052817)","(0.7811957326357823, 0.7827541844243229)","(0.7787634051820627, 0.7803443521711471)","(42.37890183297578, 42.59436287952904)","(42.37890183297578, 42.59436287952904)","(42.34821348862036, 42.561838849539726)","(22.879287951437217, 22.956021154169935)",0.16189476469298825,0.07860358179256366,0.057893090868249786,0.1304495925522957,4.012710111078732e-05,0.00015428620766200218,0.0007742897799704052,0.0007792258942702635,0.0007904734945421987,0.10773052327662924,0.10773052327662924,0.10681268045968295,0.038366601366359276
jak2,1615.2155,13.8827,7.8798,30.022,0.9869451109778044,0.9797071158481564,0.7310805570867893,0.7277587496413722,0.7244510605420265,45.1174711576248,45.1174711576248,44.97100322521042,23.44928657053858,"(1615.0802102895177, 1615.3507897104823)","(13.811186571527116, 13.954213428472883)","(7.826638100397221, 7.9329618996027795)","(29.914955603734764, 30.129044396265233)","(0.9868939244358439, 0.986996297519765)","(0.9794124250246493, 0.9800018066716404)","(0.7299876126010606, 0.7321735015724861)","(0.7266632033053625, 0.7288542959773733)","(0.7233396517762496, 0.7255624693078062)","(44.971918411927035, 45.26302390332589)","(44.971918411927035, 45.26302390332589)","(44.82943843554805, 45.11256801487607)","(23.395207013869587, 23.503366127207705)",0.13528971048231142,0.07151342847288333,0.05316189960277917,0.1070443962652341,5.118654196056838e-05,0.0002946908234955359,0.0010929444857127324,0.001095546336005393,0.00111140876577831,0.1455527456994261,0.1455527456994261,0.14156478966400954,0.05407955666905906
kif11,1705.9734,20.8544,10.9768,39.1954,0.9820871131118863,0.9883324917284202,0.7094459358482754,0.7044064928727779,0.700310152758553,36.12215312074099,36.12215312074099,36.12215312074099,24.097157265824364,"(1705.8176649955788, 1706.1291350044214)","(20.76530272499016, 20.943497275009836)","(10.910918596801856, 11.042681403198145)","(39.077763064332636, 39.31303693566736)","(0.9820260897090396, 0.9821481365149336)","(0.9882542987967933, 0.988410684660036)","(0.7084774383236124, 0.7104144333729284)","(0.7034347604062109, 0.7053782253393216)","(0.6993187896002635, 0.7013015159168616)","(36.01979654068856, 36.22450970079332)","(36.01979654068856, 36.22450970079332)","(36.01979654068856, 36.22450970079332)","(24.044194560539513, 24.15011997110938)",0.1557350044213308,0.08909727500983777,0.06588140319814428,0.11763693566736322,6.102340294700248e-05,7.819293162136809e-05,0.0009684975246579963,0.0009717324665553528,0.0009913631582990634,0.1023565800523798,0.1023565800523798,0.1023565800523798,0.05296270528493352
kit,2566.6384,15.8495,12.6208,41.8913,0.9892035267349234,0.9753377426989236,0.7448088053050548,0.7405433492927418,0.7393103996609653,49.27639431920191,49.27639431920191,47.79081252915558,21.249481211707515,"(2566.469743107224, 2566.8070568927756)","(15.769314773806185, 15.929685226193817)","(12.548643390230204, 12.692956609769794)","(41.7640596867227, 42.0185403132773)","(0.9891623098747774, 0.9892447435950745)","(0.9750123989762214, 0.9756630864216358)","(0.7438872591212465, 0.7457303514888397)","(0.7396079116045174, 0.7414787869809828)","(0.7383727865649063, 0.7402480127570203)","(49.141041552307115, 49.411747086094564)","(49.141041552307115, 49.411747086094564)","(47.6849366208618, 47.89668843744956)","(21.208536806381495, 21.290425617033804)",0.16865689277574347,0.08018522619381585,0.07215660976979521,0.1272403132772979,4.1216860148574064e-05,0.00032534372270720535,0.0009215461837965844,0.0009354376882326765,0.0009376130960569995,0.13535276689372466,0.13535276689372466,0.10587590829388205,0.04094440532615451
kpcb,2196.2835,5.9621,12.2179,49.5365,0.9919699646643092,0.9719500492908659,0.843523289204214,0.8412707882914475,0.8394194386034385,37.288649389699465,37.288649389699465,37.00767528156804,18.045916000428317,"(2196.1274218529747, 2196.4395781470253)","(5.910472015024934, 6.013727984975067)","(12.1526175613452, 12.2831824386548)","(49.39787001351631, 49.67512998648368)","(0.9919332221347551, 0.9920067071938669)","(0.9717276233306258, 0.9721724752510663)","(0.8427853931385888, 0.8442611852698426)","(0.8405240802850923, 0.8420174962978301)","(0.8386656341869396, 0.8401732430199436)","(37.18928993918501, 37.388008840215896)","(37.18928993918501, 37.388008840215896)","(36.920298005454, 37.095052557684326)","(18.019953463092133, 18.07187853776436)",0.15607814702525502,0.05162798497506671,0.06528243865479944,0.13862998648368574,3.6742529555877645e-05,0.00022242596022026273,0.0007378960656269085,0.0007467080063688902,0.0007538044165019686,0.09935945051544337,0.09935945051544337,0.08737727611516277,0.0259625373361132
lck,6849.1721,86.1969,23.941,145.69,0.9844985362421321,0.9855581289167703,0.725271977448664,0.7270421959990154,0.7175003804029243,42.12604261558379,42.12604261558379,42.12604261558379,27.416940854728885,"(6848.859831227131, 6849.484368772869)","(86.02148143792911, 86.37231856207089)","(23.84293894250758, 24.039061057492418)","(145.45891247412888, 145.92108752587112)","(0.9844697985081439, 0.984527273976022)","(0.9854761957017955, 0.9856400621317543)","(0.7247941601540822, 0.7257497947432376)","(0.7265747643112805, 0.7275096276867594)","(0.7170122659435966, 0.7179884948622363)","(42.06349656255236, 42.18858866861616)","(42.06349656255236, 42.18858866861616)","(42.06349656255236, 42.18858866861616)","(27.389426576115813, 27.444455133342327)",0.3122687728691744,0.17541856207088813,0.09806105749241922,0.2310875258711178,2.873773393907708e-05,8.193321497940165e-05,0.0004778172945777426,0.0004674316877394391,0.0004881144593198439,0.06254605303190175,0.06254605303190175,0.06254605303190175,0.02751427861325695
mapk2,1529.8584,12.0563,12.9816,39.1037,0.9842924090338588,0.9754846373337226,0.754984185620972,0.7478188533420894,0.7468862843139936,31.169206298093847,31.169206298093847,31.169206298093847,19.65588716726664,"(1529.7115994319258, 1530.0052005680743)","(11.990006137881752, 12.122593862118249)","(12.91295855539214, 13.05024144460786)","(38.97901148737826, 39.22838851262175)","(0.9842326217565907, 0.9843521963111634)","(0.97523976819691, 0.975729506470536)","(0.7539927394568436, 0.755975631785118)","(0.7468065365089415, 0.7488311701752258)","(0.7458708755597652, 0.7479016930682245)","(31.08473769875113, 31.253674897437055)","(31.08473769875113, 31.253674897437055)","(31.08473769875113, 31.253674897437055)","(19.61911822821707, 19.692656106315745)",0.1468005680742408,0.06629386211824873,0.06864144460785937,0.12468851262174496,5.978727728639388e-05,0.0002448691368129863,0.0009914461641371553,0.0010123168331421795,0.0010154087542296741,0.08446859934296214,0.08446859934296214,0.08446859934296214,0.0367689390493382
met,2737.8606,16.9892,11.083,39.0672,0.9899920855614209,0.9701037308788758,0.733767419951476,0.7308315334074635,0.7286967907945561,57.1138945750849,57.1138945750849,53.773827475877376,22.552233294105317,"(2737.7024812737204, 2738.0187187262795)","(16.909381188337615, 17.069018811662385)","(11.016560280618856, 11.149439719381144)","(38.945698309863886, 39.188701690136114)","(0.9899548851315184, 0.9900292859914762)","(0.96986465901058, 0.9703428027471753)","(0.73279489838091, 0.7347399415220184)","(0.7298542275362324, 0.7318088392787035)","(0.7277101568604146, 0.7296834247287097)","(56.946946546449624, 57.28084260372566)","(56.946946546449624, 57.28084260372566)","(53.65695650201766, 53.89069844973924)","(22.50659292597142, 22.597873662238985)",0.1581187262795538,0.0798188116623848,0.0664397193811439,0.1215016901361139,3.720042997890083e-05,0.0002390718682976356,0.0009725215705541634,0.0009773058712355676,0.0009866339341475516,0.16694802863801783,0.16694802863801783,0.1168709738607916,0.045640368133781806
mk01,1074.2147,6.9409,10.7013,21.1431,0.9841489667565393,0.9104876204583554,0.7021367384324995,0.6972105820175664,0.6940627708679388,36.16121648626249,36.16121648626249,35.45070726924834,17.647599359643223,"(1074.0917553114039, 1074.3376446885961)","(6.888613973916807, 6.993186026083193)","(10.639683336431878, 10.762916663568122)","(21.05405919639716, 21.232140803602842)","(0.9840743997249866, 0.9842235337880414)","(0.9098138660011988, 0.911161374915528)","(0.700787669625263, 0.7034858072397051)","(0.6958440045255312, 0.6985771595096204)","(0.6926871543243491, 0.6954383874115366)","(36.01740654066575, 36.30502643185924)","(36.01740654066575, 36.30502643185924)","(35.33537502092741, 35.566039517569216)","(17.599563352459302, 17.695635366827535)",0.12294468859613517,0.052286026083192993,0.06161666356812212,0.08904080360284183,7.456703152741717e-05,0.0006737544571645548,0.0013490688072210766,0.0013665774920446072,0.0013756165435937495,0.1438099455967432,0.1438099455967432,0.11533224832090383,0.04803600718411616
mk10,1635.9828,14.3029,16.0397,30.6746,0.9821198585739159,0.9691990388321474,0.6668172531049028,0.6590010918333938,0.657661611736343,37.19429336329909,37.19429336329909,37.0095855074762,19.36697830081909,"(1635.8286891745586, 1636.1369108254414)","(14.230023909103393, 14.375776090896606)","(15.965912179206775, 16.113487820793225)","(30.568969668703446, 30.780230331296558)","(0.9820591692099855, 0.9821805479379228)","(0.9690288625083262, 0.9693692151559646)","(0.6657687048166606, 0.6678658013931263)","(0.6579303512706338, 0.6600718323961421)","(0.6565926924854512, 0.6587305309872066)","(37.077240111440155, 37.311346615158364)","(37.077240111440155, 37.311346615158364)","(36.89957801535851, 37.11959299959431)","(19.321433203216944, 19.41252339842168)",0.15411082544142118,0.07287609089660663,0.07378782079322477,0.10563033129655608,6.068936396863567e-05,0.00017017632381921555,0.0010485482882328645,0.0010707405627541355,0.001068919250877709,0.11705325185910453,0.11705325185910453,0.1100074921179015,0.04554509760236769
mk14,8955.9867,114.1409,43.3461,184.5263,0.983062271456223,0.9804674786003972,0.700525731738444,0.698899711083642,0.6919782480789579,40.976297964917464,40.976297964917464,40.976297964917464,26.25005726697385,"(8955.629872691175, 8956.343527308823)","(113.93729911602914, 114.34450088397087)","(43.215939796281404, 43.476260203718596)","(184.26670862444985, 184.78589137555014)","(0.9830369077644806, 0.9830876351479739)","(0.9803848756264386, 0.9805500815743609)","(0.7001028036918144, 0.7009486597850985)","(0.6984800705169124, 0.6993193516503805)","(0.69154658578203, 0.6924099103758696)","(40.92360901523098, 41.02898691460453)","(40.92360901523098, 41.02898691460453)","(40.92360901523098, 41.02898691460453)","(26.225163673839287, 26.27495086010767)",0.3568273088239948,0.2036008839708643,0.13016020371859582,0.2595913755501442,2.5363691746660422e-05,8.260297396112115e-05,0.00042292804664201267,0.0004196405667340475,0.0004316622969198214,0.05268894968677529,0.05268894968677529,0.05268894968677529,0.02489359313419115
mp2k1,1659.902,11.7682,15.7596,37.5702,0.9840418550724437,0.9860165487566833,0.7298234614588482,0.7232842449592843,0.7216348217037416,32.96425529461643,32.96425529461643,32.92496138920709,18.642142162173915,"(1659.7455104048208, 1660.0584895951793)","(11.701817108800842, 11.834582891199158)","(15.680809117073064, 15.838390882926937)","(37.449262288161385, 37.691137711838614)","(0.9839827831651341, 0.9841009269797937)","(0.9859165976488206, 0.9861164998645459)","(0.7288406525972311, 0.7308062703204694)","(0.7222835287388261, 0.724284961179744)","(0.7206293800950979, 0.7226402633124139)","(32.87330188788955, 33.05520870134333)","(32.87330188788955, 33.05520870134333)","(32.835134431027065, 33.01478834738722)","(18.603306846829227, 18.68097747751812)",0.15648959517920957,0.06638289119915797,0.07879088292693659,0.12093771183861435,5.907190732978851e-05,9.995110786265027e-05,0.0009828088616191666,0.0010007162204589415,0.0010054416086580087,0.09095340672688934,0.09095340672688934,0.08982695818007613,0.038835315344446286
